Orthogroup	Aco	Ath	Atr	CS_A	CS_B	CS_D	CS_Un	Kni	Mpo	Osa	Ptr	Vvi	Zma
OG0029770	Aco010800.1												
OG0029771	Aco010802.1												
OG0029772	Aco010804.1												
OG0029773	Aco010810.1												
OG0029774	Aco010817.1												
OG0029775	Aco010821.1												
OG0029776	Aco010824.1												
OG0029777	Aco010832.1												
OG0029778	Aco010833.1												
OG0029779	Aco010869.1												
OG0029780	Aco010873.1												
OG0029781	Aco010875.1												
OG0029782	Aco010879.1												
OG0029783	Aco010904.1												
OG0029784	Aco010911.1												
OG0029785	Aco010913.1												
OG0029786	Aco010933.1												
OG0029787	Aco010941.1												
OG0029788	Aco010944.1												
OG0029789	Aco010956.1												
OG0029790	Aco010967.1												
OG0029791	Aco010969.1												
OG0029792	Aco010973.1												
OG0029793	Aco010987.1												
OG0029794	Aco010998.1												
OG0029795	Aco011000.1												
OG0029796	Aco011001.1												
OG0029797	Aco011073.1												
OG0029798	Aco011088.1												
OG0029799	Aco011089.1												
OG0029800	Aco011095.1												
OG0029801	Aco011110.1												
OG0029802	Aco011115.1												
OG0029803	Aco011117.1												
OG0029804	Aco011120.1												
OG0029805	Aco011123.1												
OG0029806	Aco011127.1												
OG0029807	Aco011150.1												
OG0029808	Aco011155.1												
OG0029809	Aco011178.1												
OG0029810	Aco011184.1												
OG0029811	Aco011187.1												
OG0029812	Aco011206.1												
OG0029813	Aco011207.1												
OG0029814	Aco011227.1												
OG0029815	Aco011234.1												
OG0029816	Aco011237.1												
OG0029817	Aco011244.1												
OG0029818	Aco011250.1												
OG0029819	Aco011253.1												
OG0029820	Aco011268.1												
OG0029821	Aco011274.1												
OG0029822	Aco011291.1												
OG0029823	Aco011299.1												
OG0029824	Aco011301.1												
OG0029825	Aco011355.1												
OG0029826	Aco011360.1												
OG0029827	Aco011375.1												
OG0029828	Aco011391.1												
OG0029829	Aco011399.1												
OG0029830	Aco011407.1												
OG0029831	Aco011437.1												
OG0029832	Aco011439.1												
OG0029833	Aco011440.1												
OG0029834	Aco011467.1												
OG0029835	Aco011477.1												
OG0029836	Aco011498.1												
OG0029837	Aco011501.1												
OG0029838	Aco011510.1												
OG0029839	Aco011519.1												
OG0029840	Aco011546.1												
OG0029841	Aco011563.1												
OG0029842	Aco011565.1												
OG0029843	Aco011598.1												
OG0029844	Aco011604.1												
OG0029845	Aco011611.1												
OG0029846	Aco011617.1												
OG0029847	Aco011634.1												
OG0029848	Aco011640.1												
OG0029849	Aco011668.1												
OG0029850	Aco011673.1												
OG0029851	Aco011677.1												
OG0029852	Aco011678.1												
OG0029853	Aco011683.1												
OG0029854	Aco011684.1												
OG0029855	Aco011694.1												
OG0029856	Aco011697.1												
OG0029857	Aco011699.1												
OG0029858	Aco011700.1												
OG0029859	Aco011708.1												
OG0029860	Aco011716.1												
OG0029861	Aco011723.1												
OG0029862	Aco011736.1												
OG0029863	Aco011748.1												
OG0029864	Aco011751.1												
OG0029865	Aco011773.1												
OG0029866	Aco011799.1												
OG0029867	Aco011838.1												
OG0029868	Aco011842.1												
OG0029869	Aco011854.1												
OG0029870	Aco011875.1												
OG0029871	Aco011878.1												
OG0029872	Aco011879.1												
OG0029873	Aco011885.1												
OG0029874	Aco011904.1												
OG0029875	Aco011909.1												
OG0029876	Aco011920.1												
OG0029877	Aco011936.1												
OG0029878	Aco011967.1												
OG0029879	Aco011971.1												
OG0029880	Aco011981.1												
OG0029881	Aco011983.1												
OG0029882	Aco011986.1												
OG0029883	Aco012052.1												
OG0029884	Aco012062.1												
OG0029885	Aco012074.1												
OG0029886	Aco012115.1												
OG0029887	Aco012145.1												
OG0029888	Aco012154.1												
OG0029889	Aco012165.1												
OG0029890	Aco012172.1												
OG0029891	Aco012183.1												
OG0029892	Aco012212.1												
OG0029893	Aco012226.1												
OG0029894	Aco012269.1												
OG0029895	Aco012274.1												
OG0029896	Aco012276.1												
OG0029897	Aco012285.1												
OG0029898	Aco012297.1												
OG0029899	Aco012300.1												
OG0029900	Aco012309.1												
OG0029901	Aco012326.1												
OG0029902	Aco012338.1												
OG0029903	Aco012340.1												
OG0029904	Aco012341.1												
OG0029905	Aco012348.1												
OG0029906	Aco012367.1												
OG0029907	Aco012385.1												
OG0029908	Aco012394.1												
OG0029909	Aco012403.1												
OG0029910	Aco012420.1												
OG0029911	Aco012444.1												
OG0029912	Aco012445.1												
OG0029913	Aco012447.1												
OG0029914	Aco012468.1												
OG0029915	Aco012479.1												
OG0029916	Aco012484.1												
OG0029917	Aco012567.1												
OG0029918	Aco012572.1												
OG0029919	Aco012585.1												
OG0029920	Aco012588.1												
OG0029921	Aco012597.1												
OG0029922	Aco012612.1												
OG0029923	Aco012615.1												
OG0029924	Aco012643.1												
OG0029925	Aco012654.1												
OG0029926	Aco012678.1												
OG0029927	Aco012694.1												
OG0029928	Aco012717.1												
OG0029929	Aco012749.1												
OG0029930	Aco012750.1												
OG0029931	Aco012758.1												
OG0029932	Aco012763.1												
OG0029933	Aco012766.1												
OG0029934	Aco012786.1												
OG0029935	Aco012792.1												
OG0029936	Aco012805.1												
OG0029937	Aco012807.1												
OG0029938	Aco012821.1												
OG0029939	Aco012834.1												
OG0029940	Aco012842.1												
OG0029941	Aco012867.1												
OG0029942	Aco012877.1												
OG0029943	Aco012884.1												
OG0029944	Aco012893.1												
OG0029945	Aco012900.1												
OG0029946	Aco012927.1												
OG0029947	Aco012953.1												
OG0029948	Aco012971.1												
OG0029949	Aco013011.1												
OG0029950	Aco013020.1												
OG0029951	Aco013032.1												
OG0029952	Aco013033.1												
OG0029953	Aco013049.1												
OG0029954	Aco013052.1												
OG0029955	Aco013058.1												
OG0029956	Aco013065.1												
OG0029957	Aco013071.1												
OG0029958	Aco013083.1												
OG0029959	Aco013107.1												
OG0029960	Aco013109.1												
OG0029961	Aco013150.1												
OG0029962	Aco013161.1												
OG0029963	Aco013163.1												
OG0029964	Aco013204.1												
OG0029965	Aco013205.1												
OG0029966	Aco013221.1												
OG0029967	Aco013251.1												
OG0029968	Aco013256.1												
OG0029969	Aco013261.1												
OG0029970	Aco013265.1												
OG0029971	Aco013266.1												
OG0029972	Aco013269.1												
OG0029973	Aco013281.1												
OG0029974	Aco013292.1												
OG0029975	Aco013297.1												
OG0029976	Aco013344.1												
OG0029977	Aco013357.1												
OG0029978	Aco013363.1												
OG0029979	Aco013373.1												
OG0029980	Aco013376.1												
OG0029981	Aco013380.1												
OG0029982	Aco013390.1												
OG0029983	Aco013418.1												
OG0029984	Aco013429.1												
OG0029985	Aco013437.1												
OG0029986	Aco013447.1												
OG0029987	Aco013455.1												
OG0029988	Aco013466.1												
OG0029989	Aco013498.1												
OG0029990	Aco013535.1												
OG0029991	Aco013544.1												
OG0029992	Aco013546.1												
OG0029993	Aco013561.1												
OG0029994	Aco013583.1												
OG0029995	Aco013590.1												
OG0029996	Aco013591.1												
OG0029997	Aco013619.1												
OG0029998	Aco013653.1												
OG0029999	Aco013663.1												
OG0030000	Aco013667.1												
OG0030001	Aco013668.1												
OG0030002	Aco013669.1												
OG0030003	Aco013673.1												
OG0030004	Aco013689.1												
OG0030005	Aco013690.1												
OG0030006	Aco013693.1												
OG0030007	Aco013694.1												
OG0030008	Aco013696.1												
OG0030009	Aco013703.1												
OG0030010	Aco013737.1												
OG0030011	Aco013744.1												
OG0030012	Aco013829.1												
OG0030013	Aco013830.1												
OG0030014	Aco013831.1												
OG0030015	Aco013839.1												
OG0030016	Aco013848.1												
OG0030017	Aco013851.1												
OG0030018	Aco013871.1												
OG0030019	Aco013879.1												
OG0030020	Aco013881.1												
OG0030021	Aco013888.1												
OG0030022	Aco013923.1												
OG0030023	Aco013928.1												
OG0030024	Aco013930.1												
OG0030025	Aco013933.1												
OG0030026	Aco013939.1												
OG0030027	Aco013986.1												
OG0030028	Aco013997.1												
OG0030029	Aco014034.1												
OG0030030	Aco014058.1												
OG0030031	Aco014064.1												
OG0030032	Aco014072.1												
OG0030033	Aco014100.1												
OG0030034	Aco014101.1												
OG0030035	Aco014107.1												
OG0030036	Aco014109.1												
OG0030037	Aco014117.1												
OG0030038	Aco014122.1												
OG0030039	Aco014124.1												
OG0030040	Aco014130.1												
OG0030041	Aco014146.1												
OG0030042	Aco014154.1												
OG0030043	Aco014155.1												
OG0030044	Aco014161.1												
OG0030045	Aco014169.1												
OG0030046	Aco014172.1												
OG0030047	Aco014173.1												
OG0030048	Aco014174.1												
OG0030049	Aco014190.1												
OG0030050	Aco014207.1												
OG0030051	Aco014211.1												
OG0030052	Aco014220.1												
OG0030053	Aco014233.1												
OG0030054	Aco014242.1												
OG0030055	Aco014248.1												
OG0030056	Aco014259.1												
OG0030057	Aco014289.1												
OG0030058	Aco014308.1												
OG0030059	Aco014313.1												
OG0030060	Aco014324.1												
OG0030061	Aco014353.1												
OG0030062	Aco014368.1												
OG0030063	Aco014387.1												
OG0030064	Aco014391.1												
OG0030065	Aco014395.1												
OG0030066	Aco014411.1												
OG0030067	Aco014423.1												
OG0030068	Aco014436.1												
OG0030069	Aco014461.1												
OG0030070	Aco014468.1												
OG0030071	Aco014471.1												
OG0030072	Aco014477.1												
OG0030073	Aco014496.1												
OG0030074	Aco014545.1												
OG0030075	Aco014546.1												
OG0030076	Aco014547.1												
OG0030077	Aco014550.1												
OG0030078	Aco014551.1												
OG0030079	Aco014564.1												
OG0030080	Aco014567.1												
OG0030081	Aco014570.1												
OG0030082	Aco014610.1												
OG0030083	Aco014630.1												
OG0030084	Aco014665.1												
OG0030085	Aco014667.1												
OG0030086	Aco014670.1												
OG0030087	Aco014679.1												
OG0030088	Aco014688.1												
OG0030089	Aco014698.1												
OG0030090	Aco014701.1												
OG0030091	Aco014711.1												
OG0030092	Aco014712.1												
OG0030093	Aco014713.1												
OG0030094	Aco014726.1												
OG0030095	Aco014728.1												
OG0030096	Aco014749.1												
OG0030097	Aco014750.1												
OG0030098	Aco014752.1												
OG0030099	Aco014761.1												
OG0030100	Aco014771.1												
OG0030101	Aco014783.1												
OG0030102	Aco014790.1												
OG0030103	Aco014793.1												
OG0030104	Aco014803.1												
OG0030105	Aco014811.1												
OG0030106	Aco014815.1												
OG0030107	Aco014816.1												
OG0030108	Aco014825.1												
OG0030109	Aco014834.1												
OG0030110	Aco014869.1												
OG0030111	Aco014887.1												
OG0030112	Aco014893.1												
OG0030113	Aco014903.1												
OG0030114	Aco014907.1												
OG0030115	Aco014917.1												
OG0030116	Aco014926.1												
OG0030117	Aco014933.1												
OG0030118	Aco014936.1												
OG0030119	Aco014955.1												
OG0030120	Aco014970.1												
OG0030121	Aco015004.1												
OG0030122	Aco015011.1												
OG0030123	Aco015012.1												
OG0030124	Aco015026.1												
OG0030125	Aco015049.1												
OG0030126	Aco015057.1												
OG0030127	Aco015058.1												
OG0030128	Aco015060.1												
OG0030129	Aco015085.1												
